Country,Subject Descriptor,2015,2016,2017,2018,2019,2020,Estimates Start After
Ireland,Volume of imports of goods and services,32.449,19.012,1.162,3.318,41.654,-7.443,2021
Ireland,Volume of exports of goods and services,39.25,4.586,9.637,11.549,10.421,9.498,2021
Ireland,Unemployment rate,9.917,8.383,6.742,5.792,4.983,5.842,2021
Ireland,Population,4.714,4.771,4.825,4.886,4.95,4.993,2021
Ireland,General government revenue,27.006,27.293,25.907,25.479,24.713,22.425,2020
Ireland,General government total expenditure,29.055,28.065,26.203,25.33,24.202,27.364,2020
Ireland,General government net lending/borrowing,-2.049,-0.772,-0.295,0.149,0.511,-4.939,2020
Ireland,General government gross debt,76.742,74.294,67.785,63.136,57.215,58.434,2020
Ireland,Current account balance,4.397,-4.212,0.491,4.91,-19.85,-2.654,2021
Israel,"Gross domestic product, constant prices",2.28,4.463,4.377,3.983,3.774,-2.153,2021
Israel,"Gross domestic product, current prices",300.078,319.025,355.277,373.641,397.935,407.101,2021
Israel,"Gross domestic product, deflator",100,100.56,100.559,101.451,103.363,104.369,2021
Israel,"Gross domestic product per capita, constant prices","37,386.70","38,293.18","39,206.06","39,988.50","40,710.86","39,128.19",2021
Israel,Total investment,19.829,20.973,21.123,21.907,21.313,22.117,2021
Israel,Gross national savings,24.995,24.531,24.726,24.701,24.674,27.563,2021
Israel,"Inflation, average consumer prices",99.2,98.658,98.9,99.708,100.55,99.958,2021
Israel,Volume of imports of goods and services,-0.212,9.999,4.392,6.803,3.377,-9.461,2021
Israel,Volume of exports of goods and services,-2.154,2.022,5.264,5.088,3.918,-1.893,2021
Israel,Unemployment rate,5.242,4.825,4.225,3.975,3.817,4.3,2021
Israel,Population,8.377,8.543,8.71,8.879,9.051,9.214,2021
Israel,General government revenue,36.76,36.485,37.473,35.811,35.019,34.527,2020
Israel,General government total expenditure,37.921,38.211,38.6,39.434,38.914,45.352,2020
Israel,General government net lending/borrowing,-1.162,-1.727,-1.127,-3.623,-3.895,-10.825,2020
Israel,General government gross debt,63.836,62.034,60.162,60.358,59.504,71.672,2020
Israel,Current account balance,5.166,3.557,3.603,2.795,3.361,5.445,2021
Italy,"Gross domestic product, constant prices",0.778,1.293,1.668,0.926,0.5,-9.026,2020
Italy,"Gross domestic product, current prices","1,836.82","1,876.55","1,961.10","2,092.88","2,011.51","1,891.06",2020
Italy,"Gross domestic product, deflator",100,101.134,101.869,102.957,103.904,105.334,2020
Italy,"Gross domestic product per capita, constant prices","40,736.62","41,353.91","42,111.53","42,592.84","42,892.57","39,135.84",2019
Italy,Total investment,17.107,17.561,18.054,18.527,18.24,17.704,2020
Italy,Gross national savings,18.543,20.166,20.641,21.054,21.463,21.45,2020
Italy,"Inflation, average consumer prices",99.992,99.942,101.267,102.525,103.175,103.025,2020
Italy,Volume of imports of goods and services,6.464,3.927,6.091,3.438,-0.7,-12.111,2020
Italy,Volume of exports of goods and services,4.274,1.866,5.437,2.141,1.574,-13.426,2020
Italy,Unemployment rate,12.017,11.717,11.308,10.625,9.892,9.342,2021
Italy,Population,60.295,60.164,60.067,59.938,59.817,59.641,2019
Italy,General government revenue,47.765,46.675,46.344,46.208,46.933,47.4,2020
Italy,General government total expenditure,50.317,49.078,48.763,48.394,48.473,56.997,2020
Italy,General government net lending/borrowing,-2.552,-2.404,-2.419,-2.186,-1.54,-9.597,2020
Italy,General government gross debt,135.28,134.784,134.161,134.442,134.139,155.313,2020
Italy,Current account balance,1.435,2.605,2.587,2.527,3.223,3.747,2020
Japan,"Gross domestic product, constant prices",1.561,0.754,1.675,0.584,-0.24,-4.498,2020
Japan,"Gross domestic product, current prices","4,444.93","5,003.68","4,930.84","5,037.83","5,123.32","5,040.11",2020
Japan,"Gross domestic product, deflator",99.991,100.411,100.336,100.334,100.973,101.879,2020
Japan,"Gross domestic product per capita, constant prices","40,348.25","40,657.98","41,408.95","41,733.35","41,723.61","39,964.87",2015
Japan,Total investment,25.165,24.836,25.215,25.595,25.817,25.415,2020
Japan,Gross national savings,28.235,28.788,29.343,29.125,29.251,28.368,2020
Japan,"Inflation, average consumer prices",98.223,98.102,98.579,99.554,100.02,99.994,2020
Japan,Volume of imports of goods and services,0.44,-1.175,3.307,3.814,0.988,-7.187,2020
Japan,Volume of exports of goods and services,3.211,1.618,6.619,3.76,-1.458,-11.797,2020
Japan,Unemployment rate,3.375,3.108,2.825,2.442,2.358,2.783,2020
Japan,Population,126.978,126.96,126.746,126.495,126.221,125.849,2015
Japan,General government revenue,33.617,33.63,33.587,34.288,34.213,35.569,2020
Japan,General government total expenditure,37.295,37.229,36.686,36.76,37.244,44.521,2020
Japan,General government net lending/borrowing,-3.678,-3.6,-3.099,-2.472,-3.03,-8.952,2020
Japan,General government gross debt,228.397,232.52,231.416,232.466,236.139,258.996,2020
Japan,Current account balance,3.07,3.953,4.128,3.53,3.435,2.953,2020
Kazakhstan,"Gross domestic product, constant prices",1,0.9,3.901,4.1,4.5,-2.6,2020
Kazakhstan,"Gross domestic product, current prices",184.388,137.289,166.806,179.34,181.667,171.082,2020
Kazakhstan,"Gross domestic product, deflator",316.313,360.167,401.314,438.259,471.711,492.081,2020
Kazakhstan,"Gross domestic product per capita, constant prices","24,209.92","24,089.26","24,699.30","25,378.79","26,184.84","25,172.41",2020
Kazakhstan,Total investment,27.908,27.828,26.352,25.258,27.628,28.765,2020
Kazakhstan,Gross national savings,24.648,21.904,23.294,25.181,23.61,24.974,2020
Kazakhstan,"Inflation, average consumer prices",311.796,357.182,383.718,406.837,428.17,457.28,2021
Kazakhstan,Volume of imports of goods and services,-6.872,-13.093,4.725,7.802,12.075,-27.79,2021
Kazakhstan,Volume of exports of goods and services,-7.171,-6.874,10.63,7.85,2.913,-1.365,2021
Kazakhstan,Unemployment rate,5.037,4.93,4.872,4.828,4.793,4.925,2021
Kazakhstan,Population,17.67,17.918,18.157,18.396,18.632,18.877,2021
Kazakhstan,General government revenue,16.611,17.008,19.822,21.426,19.679,17.509,2021
Kazakhstan,General government total expenditure,22.87,21.512,24.088,18.847,20.248,24.546,2021
Kazakhstan,General government net lending/borrowing,-6.259,-4.503,-4.266,2.58,-0.57,-7.037,2021
Kazakhstan,General government gross debt,21.882,19.677,19.869,20.259,19.944,26.357,2021
Kazakhstan,Current account balance,-3.26,-5.923,-3.058,-0.077,-4.018,-3.791,2020
Korea,"Gross domestic product, constant prices",2.809,2.947,3.16,2.907,2.244,-0.852,2021
Korea,"Gross domestic product, current prices","1,466.04","1,499.36","1,623.07","1,725.37","1,651.42","1,638.26",2021
Korea,"Gross domestic product, deflator",100,101.986,104.253,104.756,103.877,105.241,2021
Korea,"Gross domestic product per capita, constant prices","38,870.13","39,857.09","41,001.07","41,993.06","42,850.29","42,426.54",2020
Korea,Total investment,29.529,30.143,32.288,31.487,31.495,31.861,2021
Korea,Gross national savings,36.433,36.875,37.092,35.948,34.846,36.177,2021
Korea,"Inflation, average consumer prices",94.861,95.783,97.645,99.086,99.466,100,2021
Korea,Volume of imports of goods and services,2.113,5.175,8.857,1.713,-1.909,-3.33,2021
Korea,Volume of exports of goods and services,0.234,2.372,2.48,3.976,0.238,-1.842,2021
Korea,Unemployment rate,3.592,3.675,3.683,3.833,3.783,3.942,2021
Korea,Population,51.015,51.218,51.362,51.607,51.709,51.781,2020
Korea,General government revenue,20.26,21.134,21.826,22.946,22.923,22.952,2019
Korea,General government total expenditure,19.738,19.488,19.638,20.383,22.551,25.194,2019
Korea,General government net lending/borrowing,0.522,1.646,2.188,2.563,0.372,-2.242,2019
Korea,General government gross debt,40.784,41.217,40.05,40.022,42.125,48.889,2019
Korea,Current account balance,7.17,6.531,4.635,4.49,3.614,4.633,2021
Kosovo,"Gross domestic product, constant prices",5.916,5.572,4.825,3.406,4.757,-5.341,2020
Kosovo,"Gross domestic product, current prices",6.296,6.681,7.178,7.882,7.9,7.728,2020
Kosovo,"Gross domestic product, deflator",99.226,100,100.441,101.946,102.928,104.35,2020
Kosovo,"Gross domestic product per capita, constant prices","9,533.64","9,997.56","10,392.70","10,762.70","11,360.15","10,710.60",2020
Kosovo,Total investment,30.433,33.522,34.694,36.295,34.558,33.406,2020
Kosovo,Gross national savings,21.67,25.548,29.21,28.668,28.897,26.433,2020
Kosovo,"Inflation, average consumer prices",99.752,100,101.5,102.61,105.399,105.628,2021
Kosovo,Volume of imports of goods and services,-2.94,7.591,5.458,10.897,4.502,-6.196,2021
Kosovo,Volume of exports of goods and services,1.833,10.492,20.012,9.09,7.556,-27.851,2021
Kosovo,Unemployment rate,32.9,27.525,30.475,29.5,25.65,25.95,2020
Kosovo,Population,1.772,1.784,1.799,1.796,1.782,1.789,2020
Kosovo,General government revenue,25.669,26.772,26.748,26.601,26.995,25.641,2021
Kosovo,General government total expenditure,27.785,28.481,28.174,29.463,29.922,33.523,2021
Kosovo,General government net lending/borrowing,-2.116,-1.709,-1.426,-2.861,-2.927,-7.882,2021
Kosovo,General government gross debt,13.424,14.472,16.379,17.137,17.669,22.487,2021
Kosovo,Current account balance,-8.763,-7.974,-5.484,-7.626,-5.661,-6.973,2020
Kuwait,"Gross domestic product, constant prices",0.593,2.926,-4.714,2.437,-0.552,-8.855,2020
Kuwait,"Gross domestic product, current prices",114.606,109.381,120.687,138.202,136.192,105.949,2020
Kuwait,"Gross domestic product, deflator",87.186,81.224,94.41,105.054,104.671,90.11,2020
Kuwait,"Gross domestic product per capita, constant prices","50,281.42","50,007.31","46,479.56","45,720.83","43,994.79","41,006.31",2020
Kuwait,Total investment,25.428,29.959,27.731,25.308,25.018,25.227,2020
Kuwait,Gross national savings,30.845,24.9,35.689,39.705,33.097,28.443,2020
Kuwait,"Inflation, average consumer prices",172.231,178.228,180.913,181.96,183.962,187.842,2021
Kuwait,Volume of imports of goods and services,6.837,4.203,9.214,1.537,-10.419,-14.961,2020
Kuwait,Volume of exports of goods and services,-0.867,2.46,-4.77,-0.354,-10.05,-9.866,2020
Kuwait,Unemployment rate,1.322,1.248,1.28,1.087,1.183,1.276,2020
Kuwait,Population,4.183,4.329,4.438,4.622,4.776,4.671,2020
Kuwait,General government revenue,58.911,54.541,53.809,58.247,55.226,52.775,2020
Kuwait,General government total expenditure,54.406,53.758,51.385,50.972,52.155,65.538,2020
Kuwait,General government net lending/borrowing,4.505,0.784,2.425,7.276,3.071,-12.763,2020
Kuwait,General government gross debt,4.653,10.018,20.485,15.103,11.636,11.706,2020
Kuwait,Current account balance,3.504,-4.623,7.96,14.397,12.534,3.215,2020
Latvia,"Gross domestic product, constant prices",3.885,2.368,3.313,3.989,2.484,-3.769,2021
Latvia,"Gross domestic product, current prices",27.266,28.076,30.473,34.445,34.313,33.619,2021
Latvia,"Gross domestic product, deflator",100,100.864,103.837,107.88,110.658,110.526,2021
Latvia,"Gross domestic product per capita, constant prices","26,526.19","27,390.59","28,571.47","29,953.03","30,927.57","29,953.67",2020
Latvia,Total investment,23.74,21.176,22.009,23.255,23.245,21.676,2021
Latvia,Gross national savings,23.169,22.765,23.279,23.061,22.593,24.564,2021
Latvia,"Inflation, average consumer prices",100.002,100.101,102.998,105.628,108.53,108.618,2021
Latvia,Volume of imports of goods and services,1.65,3.566,8.552,6.434,3.011,-2.465,2021
Latvia,Volume of exports of goods and services,2.966,3.943,6.377,4.464,2.091,-2.153,2021
Latvia,Unemployment rate,9.875,9.642,8.715,7.415,6.311,8.099,2021
Latvia,Population,1.986,1.969,1.95,1.934,1.92,1.908,2020
Latvia,General government revenue,35.873,35.73,35.667,37.33,37.244,38.431,2020
Latvia,General government total expenditure,37.393,36.125,36.488,38.067,37.625,42.331,2020
Latvia,General government net lending/borrowing,-1.52,-0.395,-0.821,-0.738,-0.381,-3.9,2020
Latvia,General government gross debt,37.055,40.38,38.981,37.099,36.697,43.283,2020
Latvia,Current account balance,-0.59,1.584,1.253,-0.206,-0.662,2.869,2021
Lithuania,"Gross domestic product, constant prices",2.024,2.519,4.282,3.993,4.574,-0.132,2021
Lithuania,"Gross domestic product, current prices",41.44,43.035,47.742,53.775,54.703,56.502,2021
Lithuania,"Gross domestic product, deflator",100,101.576,105.886,109.62,112.53,114.172,2021
Lithuania,"Gross domestic product per capita, constant prices","30,807.02","31,987.07","33,826.61","35,514.62","37,237.46","37,178.19",2021
Lithuania,Total investment,21.27,19.208,19.181,20.353,17.565,13.47,2021
Lithuania,Gross national savings,18.459,18.389,19.774,20.647,21.042,20.809,2021
Lithuania,"Inflation, average consumer prices",100,100.678,104.422,107.065,109.466,110.628,2021
Lithuania,Volume of imports of goods and services,9.353,4.041,11.141,6.019,6.057,-4.38,2021
Lithuania,Volume of exports of goods and services,2.42,4.927,13.522,6.806,9.928,0.434,2021
Lithuania,Unemployment rate,9.119,7.861,7.073,6.146,6.254,8.488,2021
Lithuania,Population,2.905,2.868,2.828,2.802,2.794,2.795,2021
Lithuania,General government revenue,34.191,33.557,32.856,33.749,34.072,34.907,2020
Lithuania,General government total expenditure,34.399,33.298,32.402,33.152,33.807,42.175,2020
Lithuania,General government net lending/borrowing,-0.208,0.259,0.454,0.597,0.265,-7.268,2020
Lithuania,General government gross debt,42.681,39.896,39.338,33.663,35.865,46.58,2020
Lithuania,Current account balance,-2.811,-0.82,0.593,0.295,3.477,7.338,2021
Luxembourg,"Gross domestic product, constant prices",2.269,4.978,1.317,2.004,3.284,-1.777,2020
Luxembourg,"Gross domestic product, current prices",60.078,62.2,65.689,71.317,70.203,73.294,2020
Luxembourg,"Gross domestic product, deflator",100,98.892,101.011,102.761,103.354,107.769,2020
Luxembourg,"Gross domestic product per capita, constant prices","115,043.65","117,984.76","116,621.02","116,718.02","118,216.11","113,850.82",2020
Luxembourg,Total investment,18.958,17.932,18.89,17.096,18.425,17.9,2020
Luxembourg,Gross national savings,23.794,22.693,23.63,21.774,22.985,22.18,2020
Luxembourg,"Inflation, average consumer prices",99.995,100.038,102.153,104.212,105.933,105.938,2020
Luxembourg,Volume of imports of goods and services,5.707,3.752,0.754,3.223,6.857,1.586,2020
Luxembourg,Volume of exports of goods and services,5.139,5.309,-0.227,3.583,5.791,1.253,2020
Luxembourg,Unemployment rate,6.648,6.263,5.844,5.099,5.403,6.355,2020
Luxembourg,Population,0.563,0.576,0.591,0.602,0.614,0.626,2020
Luxembourg,General government revenue,41.669,41.935,42.569,45.134,45.262,43.915,2020
Luxembourg,General government total expenditure,40.366,40.045,41.274,42.126,42.863,47.732,2020
Luxembourg,General government net lending/borrowing,1.304,1.89,1.295,3.008,2.399,-3.817,2020
Luxembourg,General government gross debt,21.143,19.614,21.822,20.845,22.292,24.751,2020
Luxembourg,Current account balance,4.835,4.761,4.74,4.678,4.56,4.281,2020
Malaysia,"Gross domestic product, constant prices",5.007,4.45,5.813,4.843,4.439,-5.647,2021
Malaysia,"Gross domestic product, current prices",301.36,301.918,319.249,358.994,365.385,337.28,2021
Malaysia,"Gross domestic product, deflator",100,101.658,105.5,106.159,106.238,105.412,2021
Malaysia,"Gross domestic product per capita, constant prices","24,060.44","24,775.66","25,897.24","26,849.89","27,920.57","26,294.59",2020
Malaysia,Total investment,25.424,25.996,25.547,23.897,21.044,19.733,2021
Malaysia,Gross national savings,28.411,28.389,28.338,26.128,24.541,23.969,2021
Malaysia,"Inflation, average consumer prices",112.808,115.15,119.525,120.683,121.483,120.1,2021
Malaysia,Volume of imports of goods and services,1.693,1.55,8.464,2.329,-1.944,-9.22,2021
Malaysia,Volume of exports of goods and services,4.05,3.89,7.26,2.125,-0.812,0.166,2021
Malaysia,Unemployment rate,3.15,3.45,3.425,3.325,3.275,4.525,2020
Malaysia,Population,31.186,31.634,32.023,32.382,32.523,32.584,2020
Malaysia,General government revenue,22.162,20.255,19.631,20.155,21.561,20.643,2020
Malaysia,General government total expenditure,24.708,22.858,22.043,22.8,23.57,25.267,2020
Malaysia,General government net lending/borrowing,-2.546,-2.603,-2.412,-2.645,-2.009,-4.624,2020
Malaysia,General government gross debt,56.971,55.787,54.396,55.646,57.067,67.783,2020
Malaysia,Current account balance,2.987,2.393,2.791,2.231,3.497,4.236,2021
Malta,"Gross domestic product, constant prices",9.608,3.381,11.079,6.034,5.861,-8.349,2021
Malta,"Gross domestic product, current prices",11.093,11.665,13.5,15.309,15.722,14.905,2021
Malta,"Gross domestic product, deflator",100,101.997,104.137,106.446,108.974,110.582,2021
Malta,"Gross domestic product per capita, constant prices","40,964.70","41,341.59","44,936.00","46,104.62","47,040.95","41,353.65",2020
Malta,Total investment,24.14,23.255,21.307,20.988,21.246,21.986,2021
Malta,Gross national savings,26.839,22.687,27.158,27.408,26.634,18.918,2021
Malta,"Inflation, average consumer prices",100.003,100.903,102.175,103.954,105.538,106.368,2021
Malta,Volume of imports of goods and services,19.266,5.771,4.485,0.202,7.964,-2.228,2020
Malta,Volume of exports of goods and services,15.438,7.024,8.74,-0.485,6.965,-5.62,2020
Malta,Unemployment rate,5.392,4.7,4,3.658,3.633,4.367,2021
Malta,Population,0.44,0.45,0.46,0.476,0.494,0.515,2020
Malta,General government revenue,37.158,36.997,37.185,37.21,35.994,35.796,2020
Malta,General government total expenditure,38.201,36.049,34.06,35.351,35.637,45.717,2020
Malta,General government net lending/borrowing,-1.042,0.948,3.125,1.859,0.357,-9.921,2020
Malta,General government gross debt,55.88,54.451,47.499,43.524,40.605,53.282,2020
Malta,Current account balance,2.699,-0.567,5.85,6.42,5.388,-3.069,2020
Mauritius,"Gross domestic product, constant prices",3.553,3.838,3.814,3.76,3.012,-14.898,2020
Mauritius,"Gross domestic product, current prices",11.692,12.232,13.259,14.182,14.046,10.921,2020
Mauritius,"Gross domestic product, deflator",127.971,130.719,132.415,134.331,135.009,136.814,2020
Mauritius,"Gross domestic product per capita, constant prices","19,893.44","20,646.51","21,415.34","22,203.33","22,851.61","19,441.36",2018
Mauritius,Total investment,18.091,17.901,18.275,19.405,19.799,18.981,2020
Mauritius,Gross national savings,16.807,17.265,18.795,18.721,19.336,15.305,2020
Mauritius,"Inflation, average consumer prices",95.502,96.456,100,103.231,103.7,106.314,2020
Mauritius,Volume of imports of goods and services,4.376,3.008,5.412,3.789,1.609,-11.377,2020
Mauritius,Volume of exports of goods and services,-2.042,-7.705,3.466,3.39,-6.044,-37.862,2020
Mauritius,Unemployment rate,7.9,7.3,7.1,6.9,6.7,9.2,2020
Mauritius,Population,1.263,1.264,1.265,1.266,1.267,1.267,2018
Mauritius,General government revenue,20.813,21.212,22.749,22.535,22.702,22.654,2021
Mauritius,General government total expenditure,24.39,24.032,24.42,24.763,31.134,33.599,2021
Mauritius,General government net lending/borrowing,-3.577,-2.82,-1.671,-2.228,-8.432,-10.945,2021
Mauritius,General government gross debt,64.993,64.987,64.335,66.223,84.621,99.184,2021
Mauritius,Current account balance,-3.566,-4.017,-4.617,-3.917,-5.384,-12.496,2020
Mexico,"Gross domestic product, constant prices",3.293,2.631,2.113,2.195,-0.186,-8.167,2021
Mexico,"Gross domestic product, current prices","1,171.87","1,078.49","1,158.91","1,222.41","1,269.40","1,087.12",2021
Mexico,"Gross domestic product, deflator",107.401,113.421,121.034,127.021,132.283,137.592,2021
Mexico,"Gross domestic product per capita, constant prices","19,442.92","19,732.02","19,933.50","20,162.00","19,925.80","18,124.47",2020
Mexico,Total investment,23.313,23.621,22.905,22.711,21.155,19.162,2021
Mexico,Gross national savings,20.676,21.383,21.177,20.721,20.881,21.573,2021
Mexico,"Inflation, average consumer prices",87.655,90.127,95.571,100.251,103.894,107.425,2021
Mexico,Volume of imports of goods and services,5.922,2.853,6.36,6.43,-0.728,-13.735,2021
Mexico,Volume of exports of goods and services,8.414,3.582,4.162,6.004,1.469,-7.292,2021
Mexico,Unemployment rate,4.349,3.883,3.423,3.32,3.491,4.409,2021
Mexico,Population,121.348,122.715,124.042,125.328,126.578,127.792,2020
Mexico,General government revenue,23.501,24.587,24.642,23.464,23.626,24.226,2021
Mexico,General government total expenditure,27.496,27.352,25.705,25.662,25.954,28.65,2021
Mexico,General government net lending/borrowing,-3.995,-2.765,-1.062,-2.198,-2.328,-4.424,2021
Mexico,General government gross debt,52.775,56.724,53.963,53.649,53.321,60.297,2021
Mexico,Current account balance,-2.637,-2.238,-1.728,-1.99,-0.273,2.411,2021
Moldova,"Gross domestic product, constant prices",-0.338,4.409,4.7,4.3,3.7,-8.3,2021
Moldova,"Gross domestic product, current prices",7.726,8.072,9.67,11.457,11.972,11.53,2021
Moldova,"Gross domestic product, deflator","1,288.90","1,362.03","1,447.03","1,493.07","1,573.45","1,629.05",2021
Moldova,"Gross domestic product per capita, constant prices","10,322.98","10,855.52","11,547.40","12,262.68","12,946.99","12,087.68",2019
Moldova,Total investment,23.595,21.982,22.778,25.615,25.35,23.864,2021
Moldova,Gross national savings,17.604,18.409,17.034,15.037,16.065,16.177,2021
Moldova,"Inflation, average consumer prices","45,446.03","48,335.52","51,480.35","53,328.61","55,912.69","58,021.23",2021
Moldova,Volume of imports of goods and services,-5,7.6,14.5,8.9,4.8,0.258,2020
Moldova,Volume of exports of goods and services,1,7.7,12.5,6.2,6.7,-21.332,2020
Moldova,Unemployment rate,5.025,4.225,4.125,3.05,5.125,3.825,2020
Moldova,Population,2.845,2.824,2.78,2.73,2.682,2.634,2019
Moldova,General government revenue,29.962,28.571,29.841,30.126,29.922,31.369,2021
Moldova,General government total expenditure,31.904,30.118,30.481,30.964,31.359,36.686,2021
Moldova,General government net lending/borrowing,-1.943,-1.547,-0.64,-0.838,-1.437,-5.317,2021
Moldova,General government gross debt,42.381,39.232,34.3,31.23,28.294,36.685,2021
Moldova,Current account balance,-5.991,-3.573,-5.743,-10.578,-9.285,-7.687,2020
Mongolia,"Gross domestic product, constant prices",2.41,1.49,5.637,7.745,5.602,-4.558,2021
Mongolia,"Gross domestic product, current prices",11.62,11.154,11.481,13.207,14.206,13.313,2021
Mongolia,"Gross domestic product, deflator",100,102.993,114.117,123.201,135.487,140.509,2021
Mongolia,"Gross domestic product per capita, constant prices","10,796.04","10,738.59","11,137.00","11,775.08","12,214.53","11,447.15",2020
Mongolia,Total investment,24.514,22.629,27.406,39.378,35.592,22.384,2021
Mongolia,Gross national savings,16.351,16.357,17.342,22.669,20.376,17.316,2021
Mongolia,"Inflation, average consumer prices",100.008,100.733,105.083,112.258,120.408,124.883,2021
Mongolia,Volume of imports of goods and services,-10.958,12.018,11.891,30.537,6.111,-13.08,2021
Mongolia,Volume of exports of goods and services,3.169,33.466,0.607,-1.199,6.276,-15.064,2021
Mongolia,Unemployment rate,7.5,10,8.8,7.8,10,7,2020
Mongolia,Population,3.058,3.12,3.178,3.238,3.297,3.358,2020
Mongolia,General government revenue,26.134,24.382,28.461,31.26,31.713,27.889,2021
Mongolia,General government total expenditure,31.177,39.677,32.177,28.406,30.819,37.124,2021
Mongolia,General government net lending/borrowing,-5.043,-15.295,-3.716,2.854,0.894,-9.236,2021
Mongolia,General government gross debt,62.803,87.632,100.074,88.22,78.475,91.336,2021
Mongolia,Current account balance,-8.162,-6.273,-10.064,-16.709,-15.216,-5.067,2021
Morocco,"Gross domestic product, constant prices",4.536,1.06,4.249,3.149,2.608,-6.293,2020
Morocco,"Gross domestic product, current prices",101.179,103.312,109.683,118.096,119.871,114.724,2020
Morocco,"Gross domestic product, deflator",109.419,111.041,111.753,112.97,114.503,115.485,2020
Morocco,"Gross domestic product per capita, constant prices","7,349.05","7,348.98","7,581.00","7,737.98","7,857.90","7,288.63",2018
Morocco,Total investment,30.801,32.391,32.624,33.401,31.942,28.449,2020
Morocco,Gross national savings,28.661,28.341,29.205,28.136,28.263,26.982,2020
Morocco,"Inflation, average consumer prices",97.755,99.266,100.004,101.573,101.817,102.451,2020
Morocco,Volume of imports of goods and services,-1.119,15.822,6.206,4.331,0.954,-8.772,2020
Morocco,Volume of exports of goods and services,7.244,7.11,10.757,1.796,2.855,-20.738,2020
Morocco,Unemployment rate,9.2,9,10.6,9.4,10.2,12.2,2018
Morocco,Population,34.125,34.487,34.852,35.22,35.587,35.952,2018
Morocco,General government revenue,26.08,26.054,26.563,26.141,25.609,28.558,2020
Morocco,General government total expenditure,31.007,30.834,30.057,29.84,29.428,36.118,2020
Morocco,General government net lending/borrowing,-4.926,-4.78,-3.494,-3.699,-3.819,-7.56,2020
Morocco,General government gross debt,63.688,64.879,65.124,65.198,64.815,76.408,2020
Morocco,Current account balance,-2.14,-4.05,-3.419,-5.266,-3.68,-1.467,2020
Netherlands,"Gross domestic product, constant prices",1.958,2.192,2.911,2.361,1.955,-3.825,2021
Netherlands,"Gross domestic product, current prices",765.65,783.844,833.575,914.458,910.295,913.134,2021
Netherlands,"Gross domestic product, deflator",100,100.455,101.721,104.2,107.36,109.851,2021
Netherlands,"Gross domestic product per capita, constant prices","53,346.88","54,264.39","55,509.26","56,490.47","57,258.26","54,671.24",2021
Netherlands,Total investment,22.475,20.488,20.593,20.958,22.096,21.742,2021
Netherlands,Gross national savings,28.778,28.555,31.42,31.799,31.467,28.72,2021
Netherlands,"Inflation, average consumer prices",99.993,100.104,101.396,103.021,105.772,106.955,2021
Netherlands,Volume of imports of goods and services,14.883,-1.977,6.174,4.714,3.258,-5.415,2021
Netherlands,Volume of exports of goods and services,7.444,1.668,6.489,4.324,1.98,-4.756,2021
Netherlands,Unemployment rate,7.887,7.005,5.873,4.881,4.436,4.851,2021
Netherlands,Population,16.901,16.979,17.082,17.181,17.282,17.408,2021
Netherlands,General government revenue,41.782,42.814,42.923,42.872,43.583,41.07,2020
Netherlands,General government total expenditure,43.873,42.802,41.606,41.442,41.237,45.493,2020
Netherlands,General government net lending/borrowing,-2.091,0.012,1.316,1.429,2.346,-4.423,2020
Netherlands,General government gross debt,64.632,61.887,56.94,52.426,47.561,52.755,2020
Netherlands,Current account balance,6.303,8.067,10.827,10.842,9.371,6.978,2021
New Zealand,"Gross domestic product, constant prices",3.676,3.958,3.506,3.432,2.873,-2.074,2021
New Zealand,"Gross domestic product, current prices",176.247,185.824,203.595,209.697,211.036,210.698,2021
New Zealand,"Gross domestic product, deflator",111.416,113.534,117.831,120.366,123.766,127.982,2021
New Zealand,"Gross domestic product per capita, constant prices","39,700.96","40,365.95","40,926.40","41,578.67","42,056.68","40,372.39",2021
New Zealand,Total investment,23.045,23.013,23.314,24.251,24.076,21.659,2021
New Zealand,Gross national savings,20.308,20.897,20.5,20.279,21.163,20.838,2021
New Zealand,"Inflation, average consumer prices",140.19,141.095,143.707,146.004,148.368,150.912,2021
New Zealand,Volume of imports of goods and services,4.305,3.779,7.269,6.435,2.062,-15.917,2021
New Zealand,Volume of exports of goods and services,8.052,2.553,2.723,3.243,2.375,-12.855,2021
New Zealand,Unemployment rate,5.425,5.175,4.725,4.3,4.15,4.625,2021
New Zealand,Population,4.613,4.717,4.815,4.902,4.986,5.086,2021
New Zealand,General government revenue,37.583,37.431,36.968,37.35,36.286,37.648,2020
New Zealand,General government total expenditure,37.246,36.482,35.644,36.098,38.756,41.682,2020
New Zealand,General government net lending/borrowing,0.337,0.949,1.324,1.252,-2.47,-4.034,2020
New Zealand,General government gross debt,34.207,33.387,31.132,28.087,31.808,43.121,2020
New Zealand,Current account balance,-2.835,-2.116,-2.815,-3.973,-2.913,-0.821,2021
Nicaragua,"Gross domestic product, constant prices",4.792,4.563,4.631,-3.363,-3.674,-1.977,2020
Nicaragua,"Gross domestic product, current prices",12.757,13.286,13.786,13.025,12.625,12.62,2020
Nicaragua,"Gross domestic product, deflator",204.376,213.756,222.571,228.487,241.08,255.212,2020
Nicaragua,"Gross domestic product per capita, constant prices","5,594.89","5,789.89","5,995.60","5,734.23","5,466.61","5,384.31",2020
Nicaragua,Total investment,33.477,31.2,29.915,24.075,17.659,19.177,2020
Nicaragua,Gross national savings,23.603,22.717,22.755,22.277,23.632,25.035,2020
